source,target,relation,relation_group,weight,page,logic,trend,description
312,139,AFFECTS,PROPAGATION,0.95,,Turbine flow capacity affects Propeller efficiency eta_prop,,
312,173,AFFECTS,PROPAGATION,0.95,,Turbine flow capacity affects Thermal efficiency and Propulsive efficiency,,
312,249,AFFECTS,PROPAGATION,0.95,,Turbine flow capacity affects Isentropic efficiency eta_c,,
312,250,AFFECTS,PROPAGATION,0.95,,Turbine flow capacity affects Isentropic efficiency and Total pressure ratio,,
312,251,AFFECTS,PROPAGATION,0.95,,Turbine flow capacity affects Isentropic efficiency of an infinitesimal stage,,
312,253,AFFECTS,PROPAGATION,0.95,,Turbine flow capacity affects Isentropic efficiency eta_t,,
312,254,AFFECTS,PROPAGATION,0.95,,Turbine flow capacity affects Combustion efficiency eta_b,,
312,259,AFFECTS,PROPAGATION,0.95,,Turbine flow capacity affects Mechanical efficiency eta_m,,
313,18,AFFECTS,PROPAGATION,0.95,,Turbine pressure ratio affects Thermal efficiency,,
313,19,AFFECTS,PROPAGATION,0.95,,Turbine pressure ratio affects Propulsive efficiency,,
313,20,AFFECTS,PROPAGATION,0.95,,Turbine pressure ratio affects Overall efficiency,,
313,95,AFFECTS,PROPAGATION,0.95,,Turbine pressure ratio affects Polytropic efficiency,,
313,115,AFFECTS,PROPAGATION,0.95,,Turbine pressure ratio affects Combustion efficiency,,
313,130,AFFECTS,PROPAGATION,0.95,,Turbine pressure ratio affects Real turbojet efficiency,,
313,136,AFFECTS,PROPAGATION,0.95,,Turbine pressure ratio affects Mixer efficiency,,
313,139,AFFECTS,PROPAGATION,0.95,,Turbine pressure ratio affects Propeller efficiency eta_prop,,
313,173,AFFECTS,PROPAGATION,0.95,,Turbine pressure ratio affects Thermal efficiency and Propulsive efficiency,,
313,249,AFFECTS,PROPAGATION,0.95,,Turbine pressure ratio affects Isentropic efficiency eta_c,,
313,250,AFFECTS,PROPAGATION,0.95,,Turbine pressure ratio affects Isentropic efficiency and Total pressure ratio,,
313,251,AFFECTS,PROPAGATION,0.95,,Turbine pressure ratio affects Isentropic efficiency of an infinitesimal stage,,
313,253,AFFECTS,PROPAGATION,0.95,,Turbine pressure ratio affects Isentropic efficiency eta_t,,
313,254,AFFECTS,PROPAGATION,0.95,,Turbine pressure ratio affects Combustion efficiency eta_b,,
313,259,AFFECTS,PROPAGATION,0.95,,Turbine pressure ratio affects Mechanical efficiency eta_m,,
316,37,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Stagnation pressure,,
316,52,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Pressure thrust,,
316,79,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Total pressure ratio pi,,
316,110,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Combustion chamber pressure,,
316,135,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Constant-pressure mixer,,
316,137,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Optimum fan pressure ratio,,
316,191,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Pressure at zero velocity isentropically,,
316,198,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Static pressure,,
316,200,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Total pressure,,
316,205,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Momentum thrust and Pressure thrust,,
316,211,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Chamber pressure and Throat area,,
316,213,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Thrust and Chamber pressure,,
316,214,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Exit pressure equals Ambient pressure,,
316,215,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Exit pressure less than Ambient pressure,,
316,216,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Exit pressure greater than Ambient pressure,,
316,219,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects High pressure gas tank,,
316,232,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Constant pressure combustion,,
316,245,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Component efficiencies and Total pressure ratios,,
316,246,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Total pressure ratio pi_d,,
316,250,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Isentropic efficiency and Total pressure ratio,,
316,252,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Increasing pressure ratio,,
316,255,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Total pressure ratio pi_b,,
316,258,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Total pressure ratio pi_AB,,
316,260,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Total pressure ratio pi_n,,
316,266,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Stagnation pressure at throat,,
316,283,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Higher chamber pressure,,
316,285,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Volumetric flow rate and Pressure rise,,
316,288,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Real exit velocity and pressure,,
316,308,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Mass flow scaled by dimensionless temperature and pressure,,
316,319,AFFECTS,PROPAGATION,0.95,,Maximum compressor discharge pressure affects Maximum pressure or shaft speed,,
319,322,USED_IN,PROPAGATION,0.85,,Maximum pressure or shaft speed used in Ideal Brayton cycle,,
333,36,AFFECTS,PROPAGATION,0.95,,Maximum combustor heat addition affects Stagnation temperature,,
333,78,AFFECTS,PROPAGATION,0.95,,Maximum combustor heat addition affects Total temperature ratio tau,,
333,199,AFFECTS,PROPAGATION,0.95,,Maximum combustor heat addition affects Static temperature,,
333,270,AFFECTS,PROPAGATION,0.95,,Maximum combustor heat addition affects Chamber stagnation temperature,,
333,308,AFFECTS,PROPAGATION,0.95,,Maximum combustor heat addition affects Mass flow scaled by dimensionless temperature and pressure,,
333,337,AFFECTS,PROPAGATION,0.95,,Maximum combustor heat addition affects Component temperature ratios,,
337,75,USED_IN,PROPAGATION,0.85,,Component temperature ratios used in Parametric cycle analysis,,
337,77,USED_IN,PROPAGATION,0.85,,Component temperature ratios used in Ideal cycle analysis,,
337,122,USED_IN,PROPAGATION,0.85,,Component temperature ratios used in Liquid rocket cycle,,
337,123,USED_IN,PROPAGATION,0.85,,Component temperature ratios used in Pump-fed cycle,,
337,124,USED_IN,PROPAGATION,0.85,,Component temperature ratios used in Gas-generator cycle,,
337,125,USED_IN,PROPAGATION,0.85,,Component temperature ratios used in Staged combustion cycle,,
337,128,USED_IN,PROPAGATION,0.85,,Component temperature ratios used in Real cycle analysis,,
337,280,USED_IN,PROPAGATION,0.85,,Component temperature ratios used in Pressure-fed cycle,,
337,281,USED_IN,PROPAGATION,0.85,,Component temperature ratios used in Expander cycle,,
337,322,USED_IN,PROPAGATION,0.85,,Component temperature ratios used in Ideal Brayton cycle,,
